NOME: Abreu e Lima; Código do Município: 2600054; Gentílico: abreu-limense; Prefeito: MARCOS JOSÉ DA SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 99.622 pessoas  ; populacao_no_ultimo_censo_2010: 94.429 pessoas  ; densidade_demografica_2010: 748,29 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,9 salários mínimos  ; pessoal_ocupado_2016: 11.780 pessoas  ; populacao_ocupada_2016: 11,9 %  ; percentual_da_populacao_per_capita: 43,3 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,2 %  ; IDEB_anos_iniciais_2015: 4,3  ; IDEB_anos_finais_2015: 3,5  ; matriculas_fundamental_2017: 12.707 matrículas  ; matriculas_medio_2017: 3.317 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 216 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 68 escolas  ; numero_estabelecimentos_ensino_medio_2017: 13 escolas  ;  -- aba economia; pib_per_capita_2016: 14.390,40 R$  ; receitas_fontes_externas_2015: 89,3 %  ; idhm_2010: 0,679  ; receitas_realizadas_2017: 154.773,90 R$ (×1000)  ; despesas_empenhadas_2017: 150.392,49 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,74 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 31 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 126,193 km²  ; sanitario_adequado_2010: 44,8 %  ; vias_publicas_2010: 24,1 %  ; Urbanização_publicas_2010: 6,9 %  
NOME: Macaparana; Código do Município: 2609006; Gentílico: macaparanense; Prefeito: MAVIAEL FRANCISCO DE MORAIS CAVALCANTI;  --  ABA POPULAÇÃO; POPULAÇÃO: 25.278 pessoas  ; populacao_no_ultimo_censo_2010: 23.925 pessoas  ; densidade_demografica_2010: 221,43 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 1.909 pessoas  ; populacao_ocupada_2016: 7,6 %  ; percentual_da_populacao_per_capita: 50,4 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,9 %  ; IDEB_anos_iniciais_2015: 4,5  ; IDEB_anos_finais_2015: 3,6  ; matriculas_fundamental_2017: 3.754 matrículas  ; matriculas_medio_2017: 1.029 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 54 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 24 escolas  ; numero_estabelecimentos_ensino_medio_2017: 4 escolas  ;  -- aba economia; pib_per_capita_2016: 9.826,77 R$  ; receitas_fontes_externas_2015: 84 %  ; idhm_2010: 0,609  ; receitas_realizadas_2017: 53.982,44 R$ (×1000)  ; despesas_empenhadas_2017: 55.143,29 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 10,34 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,2 internações por mil habitantes  ; estabelecimentos_sus_2009: 11 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 108,049 km²  ; sanitario_adequado_2010: 59,4 %  ; vias_publicas_2010: 35 %  ; Urbanização_publicas_2010: 14 %  
NOME: Machados; Código do Município: 2609105; Gentílico: machadense; Prefeito: ARGEMIRO CAVALCANTI PIMENTEL;  --  ABA POPULAÇÃO; POPULAÇÃO: 15.851 pessoas  ; populacao_no_ultimo_censo_2010: 13.596 pessoas  ; densidade_demografica_2010: 226,46 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,4 salários mínimos  ; pessoal_ocupado_2016: 737 pessoas  ; populacao_ocupada_2016: 4,7 %  ; percentual_da_populacao_per_capita: 49,1 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 82,9 %  ; IDEB_anos_iniciais_2015: 4,7  ; IDEB_anos_finais_2015: 3,6  ; matriculas_fundamental_2017: 1.676 matrículas  ; matriculas_medio_2017: 408 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 14 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 12 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 11.725,55 R$  ; receitas_fontes_externas_2015: 90,5 %  ; idhm_2010: 0,578  ; receitas_realizadas_2017: 35.035,58 R$ (×1000)  ; despesas_empenhadas_2017: 33.552,70 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 5,29 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 7 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 60,036 km²  ; sanitario_adequado_2010: 23,8 %  ; vias_publicas_2010: 16 %  ; Urbanização_publicas_2010: 18,8 %  
NOME: Manari; Código do Município: 2609154; Gentílico: manariense; Prefeito: GILVAN DE ALBUQUERQUE ARAUJO;  --  ABA POPULAÇÃO; POPULAÇÃO: 21.085 pessoas  ; populacao_no_ultimo_censo_2010: 18.083 pessoas  ; densidade_demografica_2010: 47,56 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,9 salários mínimos  ; pessoal_ocupado_2016: 779 pessoas  ; populacao_ocupada_2016: 3,8 %  ; percentual_da_populacao_per_capita: 58 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 93,4 %  ; IDEB_anos_iniciais_2015: 3,8  ; IDEB_anos_finais_2015: 2,9  ; matriculas_fundamental_2017: 3.652 matrículas  ; matriculas_medio_2017: 796 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 24 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 36 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 5.420,40 R$  ; receitas_fontes_externas_2015: 93,9 %  ; idhm_2010: 0,487  ; receitas_realizadas_2017: 47.410,43 R$ (×1000)  ; despesas_empenhadas_2017: 46.374,19 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 21,01 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,1 internações por mil habitantes  ; estabelecimentos_sus_2009: 4 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 344,725 km²  ; sanitario_adequado_2010: 5,6 %  ; vias_publicas_2010: 78,2 %  ; Urbanização_publicas_2010: 0 %  
NOME: Maraial; Código do Município: 2609204; Gentílico: maraialense; Prefeito: MARCOS ANTONIO DE MOURA E SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 11.473 pessoas  ; populacao_no_ultimo_censo_2010: 12.230 pessoas  ; densidade_demografica_2010: 61,19 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 360 pessoas  ; populacao_ocupada_2016: 3,1 %  ; percentual_da_populacao_per_capita: 54,1 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 94,1 %  ; IDEB_anos_iniciais_2015: 3,9  ; IDEB_anos_finais_2015: 3,1  ; matriculas_fundamental_2017: 1.869 matrículas  ; matriculas_medio_2017: 242 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 15 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 13 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 6.796,87 R$  ; receitas_fontes_externas_2015: 97,2 %  ; idhm_2010: 0,534  ; receitas_realizadas_2017: 39.732,21 R$ (×1000)  ; despesas_empenhadas_2017: 31.597,95 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 4,33 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 4 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 199,865 km²  ; sanitario_adequado_2010: 22,3 %  ; vias_publicas_2010: 38,8 %  ; Urbanização_publicas_2010: 11 %  
NOME: Mirandiba; Código do Município: 2609303; Gentílico: mirandibense; Prefeito: ROSE CLÉA MAXIMO DE CARVALHO SÁ;  --  ABA POPULAÇÃO; POPULAÇÃO: 15.308 pessoas  ; populacao_no_ultimo_censo_2010: 14.308 pessoas  ; densidade_demografica_2010: 17,41 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,5 salários mínimos  ; pessoal_ocupado_2016: 662 pessoas  ; populacao_ocupada_2016: 4,4 %  ; percentual_da_populacao_per_capita: 56,2 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 95,8 %  ; IDEB_anos_iniciais_2015: 4,7  ; IDEB_anos_finais_2015: 4  ; matriculas_fundamental_2017: 2.605 matrículas  ; matriculas_medio_2017: 620 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 33 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 34 escolas  ; numero_estabelecimentos_ensino_medio_2017: 3 escolas  ;  -- aba economia; pib_per_capita_2016: 9.303,91 R$  ; receitas_fontes_externas_2015: 92,4 %  ; idhm_2010: 0,591  ; receitas_realizadas_2017: 36.929,47 R$ (×1000)  ; despesas_empenhadas_2017: 35.416,68 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 16,81 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 2,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 7 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 821,676 km²  ; sanitario_adequado_2010: 54,2 %  ; vias_publicas_2010: 87,2 %  ; Urbanização_publicas_2010: 0,3 %  
NOME: Moreilândia; Código do Município: 2614303; Gentílico: moreirense; Prefeito: JOAO ANGELIM CRUZ;  --  ABA POPULAÇÃO; POPULAÇÃO: 11.270 pessoas  ; populacao_no_ultimo_censo_2010: 11.132 pessoas  ; densidade_demografica_2010: 27,52 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 703 pessoas  ; populacao_ocupada_2016: 6,3 %  ; percentual_da_populacao_per_capita: 55,5 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,8 %  ; IDEB_anos_iniciais_2015: 4,8  ; IDEB_anos_finais_2015: 4  ; matriculas_fundamental_2017: 2.048 matrículas  ; matriculas_medio_2017: 439 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 23 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 13 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 7.116,94 R$  ; receitas_fontes_externas_2015: 90,9 %  ; idhm_2010: 0,600  ; receitas_realizadas_2017: 32.639,96 R$ (×1000)  ; despesas_empenhadas_2017: 33.534,79 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 5,78 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 2,1 internações por mil habitantes  ; estabelecimentos_sus_2009: 4 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 404,287 km²  ; sanitario_adequado_2010: 11,2 %  ; vias_publicas_2010: 87,5 %  ; Urbanização_publicas_2010: 20,5 %  
NOME: Moreno; Código do Município: 2609402; Gentílico: morenense; Prefeito: EDVALDO RUFINO DE MELO E SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 62.263 pessoas  ; populacao_no_ultimo_censo_2010: 56.696 pessoas  ; densidade_demografica_2010: 289,16 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,9 salários mínimos  ; pessoal_ocupado_2016: 6.035 pessoas  ; populacao_ocupada_2016: 9,8 %  ; percentual_da_populacao_per_capita: 47,9 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 95,8 %  ; IDEB_anos_iniciais_2015: 4  ; IDEB_anos_finais_2015: 3,1  ; matriculas_fundamental_2017: 7.897 matrículas  ; matriculas_medio_2017: 1.929 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 105 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 43 escolas  ; numero_estabelecimentos_ensino_medio_2017: 8 escolas  ;  -- aba economia; pib_per_capita_2016: 10.269,36 R$  ; receitas_fontes_externas_2015: 86,2 %  ; idhm_2010: 0,652  ; receitas_realizadas_2017: 107.822,14 R$ (×1000)  ; despesas_empenhadas_2017: 97.886,56 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 12 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,4 internações por mil habitantes  ; estabelecimentos_sus_2009: 15 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 196,072 km²  ; sanitario_adequado_2010: 52,3 %  ; vias_publicas_2010: 17 %  ; Urbanização_publicas_2010: 15,3 %  
NOME: Nazaré da Mata; Código do Município: 2609501; Gentílico: nazareno; Prefeito: INACIO MANOEL DO NASCIMENTO;  --  ABA POPULAÇÃO; POPULAÇÃO: 32.366 pessoas  ; populacao_no_ultimo_censo_2010: 30.796 pessoas  ; densidade_demografica_2010: 204,95 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 4.629 pessoas  ; populacao_ocupada_2016: 14,4 %  ; percentual_da_populacao_per_capita: 48 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,1 %  ; IDEB_anos_iniciais_2015: 4,4  ; IDEB_anos_finais_2015: 4,4  ; matriculas_fundamental_2017: 4.915 matrículas  ; matriculas_medio_2017: 1.669 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 95 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 24 escolas  ; numero_estabelecimentos_ensino_medio_2017: 5 escolas  ;  -- aba economia; pib_per_capita_2016: 14.297,44 R$  ; receitas_fontes_externas_2015: 87,5 %  ; idhm_2010: 0,662  ; receitas_realizadas_2017: 54.902,21 R$ (×1000)  ; despesas_empenhadas_2017: 57.721,77 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 18,67 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 15 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 130,572 km²  ; sanitario_adequado_2010: 77,7 %  ; vias_publicas_2010: 64,7 %  ; Urbanização_publicas_2010: 6,6 %  
NOME: Olinda; Código do Município: 2609600; Gentílico: olindense; Prefeito: LUPERCIO CARLOS DO NASCIMENTO;  --  ABA POPULAÇÃO; POPULAÇÃO: 391.835 pessoas  ; populacao_no_ultimo_censo_2010: 377.779 pessoas  ; densidade_demografica_2010: 9.063,58 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 87.272 pessoas  ; populacao_ocupada_2016: 22,4 %  ; percentual_da_populacao_per_capita: 39,7 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,9 %  ; IDEB_anos_iniciais_2015: 4  ; IDEB_anos_finais_2015: 3,7  ; matriculas_fundamental_2017: 48.575 matrículas  ; matriculas_medio_2017: 12.820 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 926 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 219 escolas  ; numero_estabelecimentos_ensino_medio_2017: 57 escolas  ;  -- aba economia; pib_per_capita_2016: 13.515,27 R$  ; receitas_fontes_externas_2015: 64,2 %  ; idhm_2010: 0,735  ; receitas_realizadas_2017: 627.292,11 R$ (×1000)  ; despesas_empenhadas_2017: 564.477,78 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 12,07 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,6 internações por mil habitantes  ; estabelecimentos_sus_2009: 75 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 41,300 km²  ; sanitario_adequado_2010: 56,6 %  ; vias_publicas_2010: 41,8 %  ; Urbanização_publicas_2010: 17,9 %  
NOME: Orobó; Código do Município: 2609709; Gentílico: orobense; Prefeito: CLEBER JOSÉ DE AGUIAR DA SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 23.833 pessoas  ; populacao_no_ultimo_censo_2010: 22.878 pessoas  ; densidade_demografica_2010: 164,99 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 1.417 pessoas  ; populacao_ocupada_2016: 6,0 %  ; percentual_da_populacao_per_capita: 55,5 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,2 %  ; IDEB_anos_iniciais_2015: 5,9  ; IDEB_anos_finais_2015: 4,3  ; matriculas_fundamental_2017: 3.290 matrículas  ; matriculas_medio_2017: 1.049 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 48 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 33 escolas  ; numero_estabelecimentos_ensino_medio_2017: 3 escolas  ;  -- aba economia; pib_per_capita_2016: 13.150,45 R$  ; receitas_fontes_externas_2015: 91,3 %  ; idhm_2010: 0,610  ; receitas_realizadas_2017: 58.679,57 R$ (×1000)  ; despesas_empenhadas_2017: 54.181,77 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 10 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,9 internações por mil habitantes  ; estabelecimentos_sus_2009: 22 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 138,662 km²  ; sanitario_adequado_2010: 20,3 %  ; vias_publicas_2010: 66,7 %  ; Urbanização_publicas_2010: 24,8 %  
NOME: Orocó; Código do Município: 2609808; Gentílico: orocoense; Prefeito: GEORGE GUEBER CAVALCANTE NERY;  --  ABA POPULAÇÃO; POPULAÇÃO: 14.827 pessoas  ; populacao_no_ultimo_censo_2010: 13.180 pessoas  ; densidade_demografica_2010: 23,76 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 921 pessoas  ; populacao_ocupada_2016: 6,3 %  ; percentual_da_populacao_per_capita: 57,6 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 98 %  ; IDEB_anos_iniciais_2015: 4,1  ; IDEB_anos_finais_2015: 3,3  ; matriculas_fundamental_2017: 2.610 matrículas  ; matriculas_medio_2017: 656 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 33 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 33 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 14.721,17 R$  ; receitas_fontes_externas_2015: 89,9 %  ; idhm_2010: 0,610  ; receitas_realizadas_2017: 41.517,09 R$ (×1000)  ; despesas_empenhadas_2017: 37.866,03 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 16,56 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1 internações por mil habitantes  ; estabelecimentos_sus_2009: 7 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 554,759 km²  ; sanitario_adequado_2010: 36,9 %  ; vias_publicas_2010: 85 %  ; Urbanização_publicas_2010: 0 %  
NOME: Ouricuri; Código do Município: 2609907; Gentílico: ouricuriense; Prefeito: FRANCISCO RICARDO SOARES RAMOS;  --  ABA POPULAÇÃO; POPULAÇÃO: 68.939 pessoas  ; populacao_no_ultimo_censo_2010: 64.358 pessoas  ; densidade_demografica_2010: 26,56 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 4.131 pessoas  ; populacao_ocupada_2016: 6,1 %  ; percentual_da_populacao_per_capita: 52,3 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 92,4 %  ; IDEB_anos_iniciais_2015: 3,8  ; IDEB_anos_finais_2015: 3,8  ; matriculas_fundamental_2017: 11.317 matrículas  ; matriculas_medio_2017: 2.842 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 149 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 76 escolas  ; numero_estabelecimentos_ensino_medio_2017: 6 escolas  ;  -- aba economia; pib_per_capita_2016: 8.103,52 R$  ; receitas_fontes_externas_2015: 89,6 %  ; idhm_2010: 0,572  ; receitas_realizadas_2017: 121.124,38 R$ (×1000)  ; despesas_empenhadas_2017: 135.072,44 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 17,11 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,7 internações por mil habitantes  ; estabelecimentos_sus_2009: 28 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 2.381,570 km²  ; sanitario_adequado_2010: 58,3 %  ; vias_publicas_2010: 90,8 %  ; Urbanização_publicas_2010: 3,4 %  
NOME: Palmares; Código do Município: 2610004; Gentílico: palmarense; Prefeito: ALTAIR BEZERRA DA SILVA JUNIOR;  --  ABA POPULAÇÃO; POPULAÇÃO: 62.994 pessoas  ; populacao_no_ultimo_censo_2010: 59.526 pessoas  ; densidade_demografica_2010: 175,44 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,9 salários mínimos  ; pessoal_ocupado_2016: 7.320 pessoas  ; populacao_ocupada_2016: 11,7 %  ; percentual_da_populacao_per_capita: 49,5 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,3 %  ; IDEB_anos_iniciais_2015: 4,8  ; IDEB_anos_finais_2015: 3,8  ; matriculas_fundamental_2017: 9.481 matrículas  ; matriculas_medio_2017: 2.916 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 188 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 69 escolas  ; numero_estabelecimentos_ensino_medio_2017: 14 escolas  ;  -- aba economia; pib_per_capita_2016: 13.099,27 R$  ; receitas_fontes_externas_2015: 75,2 %  ; idhm_2010: 0,622  ; receitas_realizadas_2017: 129.657,24 R$ (×1000)  ; despesas_empenhadas_2017: 135.059,74 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 4,56 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,7 internações por mil habitantes  ; estabelecimentos_sus_2009: 29 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 339,291 km²  ; sanitario_adequado_2010: 55,9 %  ; vias_publicas_2010: 39,9 %  ; Urbanização_publicas_2010: 30,8 %  
NOME: Palmeirina; Código do Município: 2610103; Gentílico: palmeirinense; Prefeito: MARCELO NEVES DE LIMA;  --  ABA POPULAÇÃO; POPULAÇÃO: 7.789 pessoas  ; populacao_no_ultimo_censo_2010: 8.189 pessoas  ; densidade_demografica_2010: 51,82 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,5 salários mínimos  ; pessoal_ocupado_2016: 506 pessoas  ; populacao_ocupada_2016: 6,4 %  ; percentual_da_populacao_per_capita: 52,9 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 94 %  ; IDEB_anos_iniciais_2015: 3,7  ; IDEB_anos_finais_2015: 2,8  ; matriculas_fundamental_2017: 1.391 matrículas  ; matriculas_medio_2017: 249 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 13 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 15 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 9.242,18 R$  ; receitas_fontes_externas_2015: 93,7 %  ; idhm_2010: 0,549  ; receitas_realizadas_2017: 23.736,62 R$ (×1000)  ; despesas_empenhadas_2017: 26.810,38 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 18,18 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: -  ; estabelecimentos_sus_2009: 8 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 168,796 km²  ; sanitario_adequado_2010: 51 %  ; vias_publicas_2010: 48 %  ; Urbanização_publicas_2010: 19,3 %  
NOME: Panelas; Código do Município: 2610202; Gentílico: panelense; Prefeito: JOELMA DUARTE DE CAMPOS;  --  ABA POPULAÇÃO; POPULAÇÃO: 26.492 pessoas  ; populacao_no_ultimo_censo_2010: 25.645 pessoas  ; densidade_demografica_2010: 69,14 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,4 salários mínimos  ; pessoal_ocupado_2016: 1.790 pessoas  ; populacao_ocupada_2016: 6,8 %  ; percentual_da_populacao_per_capita: 53,3 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 98,6 %  ; IDEB_anos_iniciais_2015: 5,9  ; IDEB_anos_finais_2015: 4  ; matriculas_fundamental_2017: 3.821 matrículas  ; matriculas_medio_2017: 1.440 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 45 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 41 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 6.196,51 R$  ; receitas_fontes_externas_2015: 89,4 %  ; idhm_2010: 0,569  ; receitas_realizadas_2017: 82.808,46 R$ (×1000)  ; despesas_empenhadas_2017: 71.270,32 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 20,65 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 8 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 380,428 km²  ; sanitario_adequado_2010: 55 %  ; vias_publicas_2010: 80,4 %  ; Urbanização_publicas_2010: 10,4 %  
